,index,Date Time ,direction,speed
47,1710,"April 03, 2016, 12:00:00 AM",274.7,2.8
48,1752,"April 03, 2016, 01:00:00 AM",274.7,2.8
49,1779,"April 03, 2016, 02:00:00 AM",274.7,2.8
50,1830,"April 03, 2016, 03:00:00 AM",298.9,2.2
51,1868,"April 03, 2016, 04:00:00 AM",298.9,2.2
52,1895,"April 03, 2016, 05:00:00 AM",298.9,2.2
53,1929,"April 03, 2016, 06:00:00 AM",316.9,2.1
54,1969,"April 03, 2016, 07:00:00 AM",316.9,2.1
55,1993,"April 03, 2016, 08:00:00 AM",316.9,2.1
56,2038,"April 03, 2016, 09:00:00 AM",328.3,3.7
57,2072,"April 03, 2016, 10:00:00 AM",328.3,3.7
58,2102,"April 03, 2016, 11:00:00 AM",328.3,3.7
59,2152,"April 03, 2016, 12:00:00 PM",324.8,4.3
60,2180,"April 03, 2016, 01:00:00 PM",324.8,4.3
61,2231,"April 03, 2016, 02:00:00 PM",324.8,4.3
62,2262,"April 03, 2016, 03:00:00 PM",313.1,4.6
63,2299,"April 03, 2016, 04:00:00 PM",313.1,4.6
64,2325,"April 03, 2016, 05:00:00 PM",313.1,4.6
65,2353,"April 03, 2016, 06:00:00 PM",295.2,5.2
66,2396,"April 03, 2016, 07:00:00 PM",295.2,5.2
67,2442,"April 03, 2016, 08:00:00 PM",295.2,5.2
68,2461,"April 03, 2016, 09:00:00 PM",296.4,5.6
69,2496,"April 03, 2016, 10:00:00 PM",296.4,5.6
70,2549,"April 03, 2016, 11:00:00 PM",296.4,5.6
71,2574,"April 04, 2016, 12:00:00 AM",299.4,4.3
72,2616,"April 04, 2016, 01:00:00 AM",299.4,4.3
73,2659,"April 04, 2016, 02:00:00 AM",299.4,4.3
74,2691,"April 04, 2016, 03:00:00 AM",302.0,4.0
75,2704,"April 04, 2016, 04:00:00 AM",302.0,4.0
76,2753,"April 04, 2016, 05:00:00 AM",302.0,4.0
77,2781,"April 04, 2016, 06:00:00 AM",295.7,2.0
78,2829,"April 04, 2016, 07:00:00 AM",295.7,2.0
79,2865,"April 04, 2016, 08:00:00 AM",295.7,2.0
80,2907,"April 04, 2016, 09:00:00 AM",292.1,1.4
81,2947,"April 04, 2016, 10:00:00 AM",292.1,1.4
82,2967,"April 04, 2016, 11:00:00 AM",292.1,1.4
83,3007,"April 04, 2016, 12:00:00 PM",292.5,1.4
84,3044,"April 04, 2016, 01:00:00 PM",292.5,1.4
85,3069,"April 04, 2016, 02:00:00 PM",292.5,1.4
86,3118,"April 04, 2016, 03:00:00 PM",325.8,0.8
87,3152,"April 04, 2016, 04:00:00 PM",325.8,0.8
88,3200,"April 04, 2016, 05:00:00 PM",325.8,0.8
89,3224,"April 04, 2016, 06:00:00 PM",358.4,1.2
90,3274,"April 04, 2016, 07:00:00 PM",358.4,1.2
91,3306,"April 04, 2016, 08:00:00 PM",358.4,1.2
92,3331,"April 04, 2016, 09:00:00 PM",344.1,1.8
93,3360,"April 04, 2016, 10:00:00 PM",344.1,1.8
94,3405,"April 04, 2016, 11:00:00 PM",344.1,1.8
95,3431,"April 05, 2016, 12:00:00 AM",341.7,1.7
96,3486,"April 05, 2016, 01:00:00 AM",341.7,1.7
97,3525,"April 05, 2016, 02:00:00 AM",341.7,1.7
98,3556,"April 05, 2016, 03:00:00 AM",351.6,1.8
99,3596,"April 05, 2016, 04:00:00 AM",351.6,1.8
100,3619,"April 05, 2016, 05:00:00 AM",351.6,1.8
101,3671,"April 05, 2016, 06:00:00 AM",1.3,1.3
102,3699,"April 05, 2016, 07:00:00 AM",1.3,1.3
103,3740,"April 05, 2016, 08:00:00 AM",1.3,1.3
104,3770,"April 05, 2016, 09:00:00 AM",353.9,1.2
105,3803,"April 05, 2016, 10:00:00 AM",353.9,1.2
106,3838,"April 05, 2016, 11:00:00 AM",353.9,1.2
107,3881,"April 05, 2016, 12:00:00 PM",347.3,2.5
108,3904,"April 05, 2016, 01:00:00 PM",347.3,2.5
109,3941,"April 05, 2016, 02:00:00 PM",347.3,2.5
110,3984,"April 05, 2016, 03:00:00 PM",318.4,3.0
111,4023,"April 05, 2016, 04:00:00 PM",318.4,3.0
112,4062,"April 05, 2016, 05:00:00 PM",318.4,3.0
113,4102,"April 05, 2016, 06:00:00 PM",312.9,3.6
114,4119,"April 05, 2016, 07:00:00 PM",312.9,3.6
115,4173,"April 05, 2016, 08:00:00 PM",312.9,3.6
116,4202,"April 05, 2016, 09:00:00 PM",309.1,3.2
117,4229,"April 05, 2016, 10:00:00 PM",309.1,3.2
118,4279,"April 05, 2016, 11:00:00 PM",309.1,3.2
119,4290,"April 06, 2016, 01:00:00 AM",307.1,2.3
120,4352,"April 06, 2016, 02:00:00 AM",307.1,2.3
121,4380,"April 06, 2016, 03:00:00 AM",289.4,1.5
122,4411,"April 06, 2016, 04:00:00 AM",289.4,1.5
123,4447,"April 06, 2016, 05:00:00 AM",289.4,1.5
124,4489,"April 06, 2016, 06:00:00 AM",270.8,0.9
125,4526,"April 06, 2016, 07:00:00 AM",270.8,0.9
126,4549,"April 06, 2016, 08:00:00 AM",270.8,0.9
127,4592,"April 06, 2016, 09:00:00 AM",245.1,0.8
128,4628,"April 06, 2016, 10:00:00 AM",245.1,0.8
129,4665,"April 06, 2016, 11:00:00 AM",245.1,0.8
130,4713,"April 06, 2016, 12:00:00 PM",225.6,0.8
131,4750,"April 06, 2016, 01:00:00 PM",225.6,0.8
132,4775,"April 06, 2016, 02:00:00 PM",225.6,0.8
133,4799,"April 06, 2016, 03:00:00 PM",206.9,2.0
134,4833,"April 06, 2016, 04:00:00 PM",206.9,2.0
135,4889,"April 06, 2016, 05:00:00 PM",206.9,2.0
136,4908,"April 06, 2016, 06:00:00 PM",200.7,3.3
137,4946,"April 06, 2016, 07:00:00 PM",200.7,3.3
138,4998,"April 06, 2016, 08:00:00 PM",200.7,3.3
139,5032,"April 06, 2016, 09:00:00 PM",193.2,3.8
140,5068,"April 06, 2016, 10:00:00 PM",193.2,3.8
141,5103,"April 06, 2016, 11:00:00 PM",193.2,3.8
142,5143,"April 07, 2016, 12:00:00 AM",175.1,2.9
143,5183,"April 07, 2016, 01:00:00 AM",175.1,2.9
144,5208,"April 07, 2016, 02:00:00 AM",175.1,2.9
145,5241,"April 07, 2016, 03:00:00 AM",182.5,3.0
146,5281,"April 07, 2016, 04:00:00 AM",182.5,3.0
147,5310,"April 07, 2016, 05:00:00 AM",182.5,3.0
148,5337,"April 07, 2016, 06:00:00 AM",169.2,2.8
149,5396,"April 07, 2016, 07:00:00 AM",169.2,2.8
150,5410,"April 07, 2016, 08:00:00 AM",169.2,2.8
151,5447,"April 07, 2016, 09:00:00 AM",168.8,2.3
152,5494,"April 07, 2016, 10:00:00 AM",168.8,2.3
153,5515,"April 07, 2016, 11:00:00 AM",168.8,2.3
154,5568,"April 07, 2016, 12:00:00 PM",170.5,2.9
155,5604,"April 07, 2016, 01:00:00 PM",170.5,2.9
156,5627,"April 07, 2016, 02:00:00 PM",170.5,2.9
157,5684,"April 07, 2016, 03:00:00 PM",172.1,3.7
158,5704,"April 07, 2016, 04:00:00 PM",172.1,3.7
159,5746,"April 07, 2016, 05:00:00 PM",172.1,3.7
160,5792,"April 07, 2016, 06:00:00 PM",157.1,4.4
161,5813,"April 07, 2016, 07:00:00 PM",157.1,4.4
162,5862,"April 07, 2016, 08:00:00 PM",157.1,4.4
163,5895,"April 07, 2016, 09:00:00 PM",141.1,5.2
164,5932,"April 07, 2016, 10:00:00 PM",141.1,5.2
165,5955,"April 07, 2016, 11:00:00 PM",141.1,5.2
166,6000,"April 08, 2016, 12:00:00 AM",156.4,5.2
167,6017,"April 08, 2016, 01:00:00 AM",156.4,5.2
168,6068,"April 08, 2016, 02:00:00 AM",156.4,5.2
169,6115,"April 08, 2016, 03:00:00 AM",196.5,2.5
170,6153,"April 08, 2016, 04:00:00 AM",196.5,2.5
171,6191,"April 08, 2016, 05:00:00 AM",196.5,2.5
172,6222,"April 08, 2016, 06:00:00 AM",222.7,1.3
173,6241,"April 08, 2016, 07:00:00 AM",222.7,1.3
174,6288,"April 08, 2016, 08:00:00 AM",222.7,1.3
175,6329,"April 08, 2016, 09:00:00 AM",201.2,0.7
176,6371,"April 08, 2016, 10:00:00 AM",201.2,0.7
177,6378,"April 08, 2016, 11:00:00 AM",201.2,0.7
178,6430,"April 08, 2016, 12:00:00 PM",200.2,0.5
179,6449,"April 08, 2016, 01:00:00 PM",200.2,0.5
180,6499,"April 08, 2016, 02:00:00 PM",200.2,0.5
181,6527,"April 08, 2016, 03:00:00 PM",249.7,1.2
182,6573,"April 08, 2016, 04:00:00 PM",249.7,1.2
183,6622,"April 08, 2016, 05:00:00 PM",249.7,1.2
184,6633,"April 08, 2016, 06:00:00 PM",221.3,2.6
185,6694,"April 08, 2016, 07:00:00 PM",221.3,2.6
186,6726,"April 08, 2016, 08:00:00 PM",221.3,2.6
187,6765,"April 08, 2016, 09:00:00 PM",245.0,2.8
188,6796,"April 08, 2016, 10:00:00 PM",245.0,2.8
189,6824,"April 08, 2016, 11:00:00 PM",245.0,2.8
190,6873,"April 09, 2016, 12:00:00 AM",265.4,2.4
191,6895,"April 09, 2016, 01:00:00 AM",265.4,2.4
192,6943,"April 09, 2016, 02:00:00 AM",265.4,2.4
193,6954,"April 09, 2016, 03:00:00 AM",279.8,2.3
194,7001,"April 09, 2016, 04:00:00 AM",279.8,2.3
195,7045,"April 09, 2016, 05:00:00 AM",279.8,2.3
196,7084,"April 09, 2016, 06:00:00 AM",277.5,2.6
197,7099,"April 09, 2016, 07:00:00 AM",277.5,2.6
198,7141,"April 09, 2016, 08:00:00 AM",277.5,2.6
199,7196,"April 09, 2016, 09:00:00 AM",289.4,2.5
200,7233,"April 09, 2016, 10:00:00 AM",289.4,2.5
201,7271,"April 09, 2016, 11:00:00 AM",289.4,2.5
202,7303,"April 09, 2016, 12:00:00 PM",296.6,2.2
203,7334,"April 09, 2016, 01:00:00 PM",296.6,2.2
204,7364,"April 09, 2016, 02:00:00 PM",296.6,2.2
205,7408,"April 09, 2016, 03:00:00 PM",294.9,2.6
206,7442,"April 09, 2016, 04:00:00 PM",294.9,2.6
207,7463,"April 09, 2016, 05:00:00 PM",294.9,2.6
208,7500,"April 09, 2016, 06:00:00 PM",318.9,2.8
209,7538,"April 09, 2016, 07:00:00 PM",318.9,2.8
210,7569,"April 09, 2016, 08:00:00 PM",318.9,2.8
211,7610,"April 09, 2016, 09:00:00 PM",315.9,2.9
212,7638,"April 09, 2016, 10:00:00 PM",315.9,2.9
213,7680,"April 09, 2016, 11:00:00 PM",315.9,2.9
214,7735,"April 10, 2016, 12:00:00 AM",336.8,2.7
215,7770,"April 10, 2016, 01:00:00 AM",336.8,2.7
216,7798,"April 10, 2016, 02:00:00 AM",336.8,2.7
217,7826,"April 10, 2016, 03:00:00 AM",334.8,3.3
218,7881,"April 10, 2016, 04:00:00 AM",334.8,3.3
219,7911,"April 10, 2016, 05:00:00 AM",334.8,3.3
220,7947,"April 10, 2016, 06:00:00 AM",334.3,3.5
221,7985,"April 10, 2016, 07:00:00 AM",334.3,3.5
222,8020,"April 10, 2016, 08:00:00 AM",334.3,3.5
223,8051,"April 10, 2016, 09:00:00 AM",326.9,2.6
224,8070,"April 10, 2016, 10:00:00 AM",326.9,2.6
225,8123,"April 10, 2016, 11:00:00 AM",326.9,2.6
226,8148,"April 10, 2016, 12:00:00 PM",305.7,2.8
227,8186,"April 10, 2016, 01:00:00 PM",305.7,2.8
228,8224,"April 10, 2016, 02:00:00 PM",305.7,2.8
229,8268,"April 10, 2016, 03:00:00 PM",292.2,2.4
230,8311,"April 10, 2016, 04:00:00 PM",292.2,2.4
231,8329,"April 10, 2016, 05:00:00 PM",292.2,2.4
232,8379,"April 10, 2016, 06:00:00 PM",287.0,2.8
233,8407,"April 10, 2016, 07:00:00 PM",287.0,2.8
234,8441,"April 10, 2016, 08:00:00 PM",287.0,2.8
235,8476,"April 10, 2016, 09:00:00 PM",279.8,2.4
236,8509,"April 10, 2016, 10:00:00 PM",279.8,2.4
237,8541,"April 10, 2016, 11:00:00 PM",279.8,2.4
238,8579,"April 11, 2016, 12:00:00 AM",292.5,0.6
239,8630,"April 11, 2016, 01:00:00 AM",292.5,0.6
240,8657,"April 11, 2016, 02:00:00 AM",292.5,0.6
241,8696,"April 11, 2016, 03:00:00 AM",158.9,0.6
242,8745,"April 11, 2016, 04:00:00 AM",158.9,0.6
243,8773,"April 11, 2016, 05:00:00 AM",158.9,0.6
244,8810,"April 11, 2016, 06:00:00 AM",145.2,1.1
245,8834,"April 11, 2016, 07:00:00 AM",145.2,1.1
246,8878,"April 11, 2016, 08:00:00 AM",145.2,1.1
247,8913,"April 11, 2016, 09:00:00 AM",155.9,2.3
248,8942,"April 11, 2016, 10:00:00 AM",155.9,2.3
249,8999,"April 11, 2016, 11:00:00 AM",155.9,2.3
250,9018,"April 11, 2016, 12:00:00 PM",160.5,2.9
251,9066,"April 11, 2016, 01:00:00 PM",160.5,2.9
252,9093,"April 11, 2016, 02:00:00 PM",160.5,2.9
253,9133,"April 11, 2016, 03:00:00 PM",164.1,3.3
254,9156,"April 11, 2016, 04:00:00 PM",164.1,3.3
255,9196,"April 11, 2016, 05:00:00 PM",164.1,3.3
256,9224,"April 11, 2016, 06:00:00 PM",174.4,3.6
257,9276,"April 11, 2016, 07:00:00 PM",174.4,3.6
258,9310,"April 11, 2016, 08:00:00 PM",174.4,3.6
259,9350,"April 11, 2016, 09:00:00 PM",172.9,2.6
260,9374,"April 11, 2016, 10:00:00 PM",172.9,2.6
261,9413,"April 11, 2016, 11:00:00 PM",172.9,2.6
262,9467,"April 12, 2016, 12:00:00 AM",171.5,2.6
263,9493,"April 12, 2016, 01:00:00 AM",171.5,2.6
264,9539,"April 12, 2016, 02:00:00 AM",171.5,2.6
265,9571,"April 12, 2016, 03:00:00 AM",187.1,2.9
266,9590,"April 12, 2016, 04:00:00 AM",187.1,2.9
267,9632,"April 12, 2016, 05:00:00 AM",187.1,2.9
268,9667,"April 12, 2016, 06:00:00 AM",174.8,2.2
269,9709,"April 12, 2016, 07:00:00 AM",174.8,2.2
270,9747,"April 12, 2016, 08:00:00 AM",174.8,2.2
271,9790,"April 12, 2016, 09:00:00 AM",170.1,2.4
272,9825,"April 12, 2016, 10:00:00 AM",170.1,2.4
273,9861,"April 12, 2016, 11:00:00 AM",170.1,2.4
274,9885,"April 12, 2016, 12:00:00 PM",197.6,1.1
275,9909,"April 12, 2016, 01:00:00 PM",197.6,1.1
276,9966,"April 12, 2016, 02:00:00 PM",197.6,1.1
277,10003,"April 12, 2016, 03:00:00 PM",277.5,1.6
278,10034,"April 12, 2016, 04:00:00 PM",277.5,1.6
279,10079,"April 12, 2016, 05:00:00 PM",277.5,1.6
280,10095,"April 12, 2016, 06:00:00 PM",288.7,2.6
281,10147,"April 12, 2016, 07:00:00 PM",288.7,2.6
282,10177,"April 12, 2016, 08:00:00 PM",288.7,2.6
283,10223,"April 12, 2016, 09:00:00 PM",286.4,3.2
284,10242,"April 12, 2016, 10:00:00 PM",286.4,3.2
285,10276,"April 12, 2016, 11:00:00 PM",286.4,3.2
286,10315,"April 13, 2016, 12:00:00 AM",282.2,1.8
287,10351,"April 13, 2016, 01:00:00 AM",282.2,1.8
288,10381,"April 13, 2016, 02:00:00 AM",282.2,1.8
289,10420,"April 13, 2016, 03:00:00 AM",292.9,1.8
290,10460,"April 13, 2016, 04:00:00 AM",292.9,1.8
291,10499,"April 13, 2016, 05:00:00 AM",292.9,1.8
292,10531,"April 13, 2016, 06:00:00 AM",291.3,1.9
293,10574,"April 13, 2016, 07:00:00 AM",291.3,1.9
294,10609,"April 13, 2016, 08:00:00 AM",291.3,1.9
295,10642,"April 13, 2016, 09:00:00 AM",305.6,2.0
296,10686,"April 13, 2016, 10:00:00 AM",305.6,2.0
297,10709,"April 13, 2016, 11:00:00 AM",305.6,2.0
298,10749,"April 13, 2016, 12:00:00 PM",327.0,2.6
299,10779,"April 13, 2016, 01:00:00 PM",327.0,2.6
300,10824,"April 13, 2016, 02:00:00 PM",327.0,2.6
301,10859,"April 13, 2016, 03:00:00 PM",325.7,2.7
302,10907,"April 13, 2016, 04:00:00 PM",325.7,2.7
303,10918,"April 13, 2016, 05:00:00 PM",325.7,2.7
304,10968,"April 13, 2016, 06:00:00 PM",330.0,2.0
305,11001,"April 13, 2016, 07:00:00 PM",330.0,2.0
306,11042,"April 13, 2016, 08:00:00 PM",330.0,2.0
307,11082,"April 13, 2016, 09:00:00 PM",336.6,2.0
308,11118,"April 13, 2016, 10:00:00 PM",336.6,2.0
309,11136,"April 13, 2016, 11:00:00 PM",336.6,2.0
310,11179,"April 14, 2016, 12:00:00 AM",334.5,1.0
311,11217,"April 14, 2016, 01:00:00 AM",334.5,1.0
312,11264,"April 14, 2016, 02:00:00 AM",334.5,1.0
313,11297,"April 14, 2016, 03:00:00 AM",9.8,0.6
314,11336,"April 14, 2016, 04:00:00 AM",9.8,0.6
315,11348,"April 14, 2016, 05:00:00 AM",9.8,0.6
316,11383,"April 14, 2016, 06:00:00 AM",9.8,0.8
317,11446,"April 14, 2016, 07:00:00 AM",9.8,0.8
318,11475,"April 14, 2016, 08:00:00 AM",9.8,0.8
319,11506,"April 14, 2016, 09:00:00 AM",357.1,0.4
320,11537,"April 14, 2016, 10:00:00 AM",357.1,0.4
321,11579,"April 14, 2016, 11:00:00 AM",357.1,0.4
322,11616,"April 14, 2016, 12:00:00 PM",59.6,1.0
323,11640,"April 14, 2016, 01:00:00 PM",59.6,1.0
324,11683,"April 14, 2016, 02:00:00 PM",59.6,1.0
325,11718,"April 14, 2016, 03:00:00 PM",354.8,0.8
326,11757,"April 14, 2016, 04:00:00 PM",354.8,0.8
327,11782,"April 14, 2016, 05:00:00 PM",354.8,0.8
328,11836,"April 14, 2016, 06:00:00 PM",351.4,1.8
329,11861,"April 14, 2016, 07:00:00 PM",351.4,1.8
330,11913,"April 14, 2016, 08:00:00 PM",351.4,1.8
331,11945,"April 14, 2016, 09:00:00 PM",0.1,2.3
332,11968,"April 14, 2016, 10:00:00 PM",0.1,2.3
333,12011,"April 14, 2016, 11:00:00 PM",0.1,2.3
334,12033,"April 15, 2016, 12:00:00 AM",5.5,1.4
335,12078,"April 15, 2016, 01:00:00 AM",5.5,1.4
336,12131,"April 15, 2016, 02:00:00 AM",5.5,1.4
337,12154,"April 15, 2016, 03:00:00 AM",30.6,0.8
338,12187,"April 15, 2016, 04:00:00 AM",30.6,0.8
339,12225,"April 15, 2016, 05:00:00 AM",30.6,0.8
340,12262,"April 15, 2016, 06:00:00 AM",53.4,0.6
341,12311,"April 15, 2016, 07:00:00 AM",53.4,0.6
342,12346,"April 15, 2016, 08:00:00 AM",53.4,0.6
343,12372,"April 15, 2016, 09:00:00 AM",40.1,0.6
344,12393,"April 15, 2016, 10:00:00 AM",40.1,0.6
345,12451,"April 15, 2016, 11:00:00 AM",40.1,0.6
346,12486,"April 15, 2016, 12:00:00 PM",67.4,1.2
347,12516,"April 15, 2016, 01:00:00 PM",67.4,1.2
348,12540,"April 15, 2016, 02:00:00 PM",67.4,1.2
349,12591,"April 15, 2016, 03:00:00 PM",32.5,2.4
350,12628,"April 15, 2016, 04:00:00 PM",32.5,2.4
351,12651,"April 15, 2016, 05:00:00 PM",32.5,2.4
352,12702,"April 15, 2016, 06:00:00 PM",19.5,2.6
353,12735,"April 15, 2016, 07:00:00 PM",19.5,2.6
354,12768,"April 15, 2016, 08:00:00 PM",19.5,2.6
355,12789,"April 15, 2016, 09:00:00 PM",10.7,2.8
356,12850,"April 15, 2016, 10:00:00 PM",10.7,2.8
357,12872,"April 15, 2016, 11:00:00 PM",10.7,2.8
358,12906,"April 16, 2016, 12:00:00 AM",13.4,1.4
359,12959,"April 16, 2016, 01:00:00 AM",13.4,1.4
360,12989,"April 16, 2016, 02:00:00 AM",13.4,1.4
361,13015,"April 16, 2016, 03:00:00 AM",27.1,1.1
362,13067,"April 16, 2016, 04:00:00 AM",27.1,1.1
363,13091,"April 16, 2016, 05:00:00 AM",27.1,1.1
364,13139,"April 16, 2016, 06:00:00 AM",49.6,0.5
365,13171,"April 16, 2016, 07:00:00 AM",49.6,0.5
366,13200,"April 16, 2016, 08:00:00 AM",49.6,0.5
367,13223,"April 16, 2016, 09:00:00 AM",68.0,0.4
368,13280,"April 16, 2016, 10:00:00 AM",68.0,0.4
369,13314,"April 16, 2016, 11:00:00 AM",68.0,0.4
370,13343,"April 16, 2016, 12:00:00 PM",59.0,0.8
371,13384,"April 16, 2016, 01:00:00 PM",59.0,0.8
372,13417,"April 16, 2016, 02:00:00 PM",59.0,0.8
373,13447,"April 16, 2016, 03:00:00 PM",55.1,1.3
374,13489,"April 16, 2016, 04:00:00 PM",55.1,1.3
375,13513,"April 16, 2016, 05:00:00 PM",55.1,1.3
376,13550,"April 16, 2016, 06:00:00 PM",28.3,1.1
377,13597,"April 16, 2016, 07:00:00 PM",28.3,1.1
378,13624,"April 16, 2016, 08:00:00 PM",28.3,1.1
379,13671,"April 16, 2016, 09:00:00 PM",4.1,1.6
380,13701,"April 16, 2016, 10:00:00 PM",4.1,1.6
381,13733,"April 16, 2016, 11:00:00 PM",4.1,1.6
382,13777,"April 17, 2016, 12:00:00 AM",45.6,0.8
383,13820,"April 17, 2016, 01:00:00 AM",45.6,0.8
384,13853,"April 17, 2016, 02:00:00 AM",45.6,0.8
385,13892,"April 17, 2016, 03:00:00 AM",130.2,1.1
386,13931,"April 17, 2016, 04:00:00 AM",130.2,1.1
387,13954,"April 17, 2016, 05:00:00 AM",130.2,1.1
388,13993,"April 17, 2016, 06:00:00 AM",128.3,0.7
389,14024,"April 17, 2016, 07:00:00 AM",128.3,0.7
390,14066,"April 17, 2016, 08:00:00 AM",128.3,0.7
391,14101,"April 17, 2016, 09:00:00 AM",176.3,0.6
392,14132,"April 17, 2016, 10:00:00 AM",176.3,0.6
393,14182,"April 17, 2016, 11:00:00 AM",176.3,0.6
394,14217,"April 17, 2016, 12:00:00 PM",279.8,0.3
395,14249,"April 17, 2016, 01:00:00 PM",279.8,0.3
396,14267,"April 17, 2016, 02:00:00 PM",279.8,0.3
397,14324,"April 17, 2016, 03:00:00 PM",308.2,0.8
398,14351,"April 17, 2016, 04:00:00 PM",308.2,0.8
399,14393,"April 17, 2016, 05:00:00 PM",308.2,0.8
400,14433,"April 17, 2016, 06:00:00 PM",311.1,1.5
401,14464,"April 17, 2016, 07:00:00 PM",311.1,1.5
402,14503,"April 17, 2016, 08:00:00 PM",311.1,1.5
403,14528,"April 17, 2016, 09:00:00 PM",315.5,2.5
404,14561,"April 17, 2016, 10:00:00 PM",315.5,2.5
405,14588,"April 17, 2016, 11:00:00 PM",315.5,2.5
406,14631,"April 18, 2016, 12:00:00 AM",306.4,1.1
407,14686,"April 18, 2016, 01:00:00 AM",306.4,1.1
408,14706,"April 18, 2016, 02:00:00 AM",306.4,1.1
409,14753,"April 18, 2016, 03:00:00 AM",302.9,0.6
410,14776,"April 18, 2016, 04:00:00 AM",302.9,0.6
411,14823,"April 18, 2016, 05:00:00 AM",302.9,0.6
412,14863,"April 18, 2016, 06:00:00 AM",296.0,0.5
413,14891,"April 18, 2016, 07:00:00 AM",296.0,0.5
414,14930,"April 18, 2016, 08:00:00 AM",296.0,0.5
415,14973,"April 18, 2016, 09:00:00 AM",0.1,0.5
416,15010,"April 18, 2016, 10:00:00 AM",0.1,0.5
417,15017,"April 18, 2016, 11:00:00 AM",0.1,0.5
418,15071,"April 18, 2016, 12:00:00 PM",337.9,0.9
419,15102,"April 18, 2016, 01:00:00 PM",337.9,0.9
420,15133,"April 18, 2016, 02:00:00 PM",337.9,0.9
421,15186,"April 18, 2016, 03:00:00 PM",340.0,0.9
422,15213,"April 18, 2016, 04:00:00 PM",340.0,0.9
423,15249,"April 18, 2016, 05:00:00 PM",340.0,0.9
424,15273,"April 18, 2016, 06:00:00 PM",353.4,1.2
425,15318,"April 18, 2016, 07:00:00 PM",353.4,1.2
426,15360,"April 18, 2016, 08:00:00 PM",353.4,1.2
427,15389,"April 18, 2016, 09:00:00 PM",355.7,1.2
428,15436,"April 18, 2016, 10:00:00 PM",355.7,1.2
429,15454,"April 18, 2016, 11:00:00 PM",355.7,1.2
430,15513,"April 19, 2016, 12:00:00 AM",9.8,0.4
431,15547,"April 19, 2016, 01:00:00 AM",9.8,0.4
432,15579,"April 19, 2016, 02:00:00 AM",9.8,0.4
433,15601,"April 19, 2016, 03:00:00 AM",354.9,0.5
434,15657,"April 19, 2016, 04:00:00 AM",354.9,0.5
435,15694,"April 19, 2016, 05:00:00 AM",354.9,0.5
436,15721,"April 19, 2016, 06:00:00 AM",358.3,0.9
