Chemical,Monitor,Date,Reading
AGOC-3A,1,2016-08-10,0.2391391916666666
AGOC-3A,1,2016-08-11,0.22822895416666666
AGOC-3A,1,2016-08-12,0.24237199583333333
AGOC-3A,1,2016-08-13,0.20526834166666666
AGOC-3A,1,2016-08-14,0.19884557916666667
AGOC-3A,1,2016-08-15,0.25684949583333333
AGOC-3A,1,2016-08-16,0.2106442125
AGOC-3A,1,2016-08-17,0.23500892166666665
AGOC-3A,1,2016-08-18,0.15687175
AGOC-3A,1,2016-08-19,0.22184299583333333
AGOC-3A,1,2016-08-20,0.238472025
AGOC-3A,1,2016-08-21,0.21696051291666665
AGOC-3A,1,2016-08-22,0.22677592083333334
AGOC-3A,1,2016-08-23,0.2155238291666666
AGOC-3A,1,2016-08-24,0.21924753708333333
AGOC-3A,1,2016-08-25,0.21157272625000004
AGOC-3A,1,2016-08-26,0.19069761666666663
AGOC-3A,1,2016-08-27,0.22510446250000005
AGOC-3A,1,2016-08-28,0.2240967458333333
AGOC-3A,1,2016-08-29,0.1983819
AGOC-3A,1,2016-08-30,0.21461135208333335
AGOC-3A,1,2016-08-31,0.25150732916666674
AGOC-3A,1,2016-12-01,0.23163541249999997
AGOC-3A,1,2016-12-02,0.2717479960869566
AGOC-3A,1,2016-12-03,0.24165445000000005
AGOC-3A,1,2016-12-04,0.21646628749999997
AGOC-3A,1,2016-12-05,1.6657352088
AGOC-3A,1,2016-12-06,0.23720535749999996
AGOC-3A,1,2016-12-07,0.3593021795652174
AGOC-3A,1,2016-12-08,0.2421667708333333
AGOC-3A,1,2016-12-09,0.21884129458333335
AGOC-3A,1,2016-12-10,0.25223226666666665
AGOC-3A,1,2016-12-11,0.18722052083333332
AGOC-3A,1,2016-12-12,0.26440634999999996
AGOC-3A,1,2016-12-13,0.17813065416666665
AGOC-3A,1,2016-12-14,0.22610904166666665
AGOC-3A,1,2016-12-15,0.21737602750000004
AGOC-3A,1,2016-12-16,0.26173080291666667
AGOC-3A,1,2016-12-17,0.22871968249999997
AGOC-3A,1,2016-12-18,0.21998703541666664
AGOC-3A,1,2016-12-19,0.1920052529166667
AGOC-3A,1,2016-12-20,0.2509852125
AGOC-3A,1,2016-12-21,0.23105259583333337
AGOC-3A,1,2016-12-22,0.19666193375
AGOC-3A,1,2016-12-23,0.22024730125000003
AGOC-3A,1,2016-12-24,0.2335003041666667
AGOC-3A,1,2016-12-25,0.24330178333333333
AGOC-3A,1,2016-12-26,0.18171608333333336
AGOC-3A,1,2016-12-27,0.25935743791666666
AGOC-3A,1,2016-12-28,0.24317337500000005
AGOC-3A,1,2016-12-29,0.19647711250000002
AGOC-3A,1,2016-12-30,0.18987867041666673
AGOC-3A,1,2016-12-31,0.2775273583333333
AGOC-3A,2,2016-04-01,0.4021770999999999
AGOC-3A,2,2016-04-02,0.3229641173913044
AGOC-3A,2,2016-04-03,0.39181853333333333
AGOC-3A,2,2016-04-04,0.3445714416666667
AGOC-3A,2,2016-04-05,0.4169186166666666
AGOC-3A,2,2016-04-06,0.38143338260869575
AGOC-3A,2,2016-04-07,0.326059575
AGOC-3A,2,2016-04-08,0.31196893333333325
AGOC-3A,2,2016-04-09,0.3724615070833333
AGOC-3A,2,2016-04-10,0.3301937375
AGOC-3A,2,2016-04-11,0.3052899458333334
AGOC-3A,2,2016-04-12,0.2311076541666667
AGOC-3A,2,2016-04-13,0.41688798833333335
AGOC-3A,2,2016-04-14,0.3782673708333333
AGOC-3A,2,2016-04-15,0.3009869445833333
AGOC-3A,2,2016-04-16,0.34185636999999996
AGOC-3A,2,2016-04-17,0.4395947291666666
AGOC-3A,2,2016-04-18,0.31353640416666667
AGOC-3A,2,2016-04-19,0.41769710000000004
AGOC-3A,2,2016-04-20,0.3173731041666667
AGOC-3A,2,2016-04-21,0.45440185041666675
AGOC-3A,2,2016-04-22,0.39846072083333334
AGOC-3A,2,2016-04-23,0.37929749625000003
AGOC-3A,2,2016-04-24,0.3763644375
AGOC-3A,2,2016-04-25,0.2936044758333333
AGOC-3A,2,2016-04-26,0.2728663375
AGOC-3A,2,2016-04-27,0.3705822070833333
AGOC-3A,2,2016-04-28,0.4426890791666666
AGOC-3A,2,2016-04-29,0.39894191249999994
AGOC-3A,2,2016-04-30,0.3435766625
AGOC-3A,2,2016-08-01,3.8040996740740733
AGOC-3A,2,2016-08-02,0.7339468043478262
AGOC-3A,2,2016-08-03,0.37132489458333334
AGOC-3A,2,2016-08-04,0.369790547826087
AGOC-3A,2,2016-08-05,0.29933098333333336
AGOC-3A,2,2016-08-06,0.3755891625
AGOC-3A,2,2016-08-07,0.3820150782608696
AGOC-3A,2,2016-08-08,0.3172312154166667
AGOC-3A,2,2016-08-09,0.4234894708333334
AGOC-3A,2,2016-08-10,0.3064072166666667
AGOC-3A,2,2016-08-11,0.40647350416666667
AGOC-3A,2,2016-08-12,0.30702761666666667
AGOC-3A,2,2016-08-13,0.3586547416666667
AGOC-3A,2,2016-08-14,0.3487122475
AGOC-3A,2,2016-08-15,0.3284186916666667
AGOC-3A,2,2016-08-16,0.3341578
AGOC-3A,2,2016-08-17,0.28040330416666664
AGOC-3A,2,2016-08-18,0.4071777583333333
AGOC-3A,2,2016-08-19,0.3331864058333333
AGOC-3A,2,2016-08-20,1.1934902359999997
AGOC-3A,2,2016-08-21,0.3262846375
AGOC-3A,2,2016-08-22,0.38349464833333347
AGOC-3A,2,2016-08-23,0.3130322750000001
AGOC-3A,2,2016-08-24,0.4004166708333334
AGOC-3A,2,2016-08-25,0.4516346625
AGOC-3A,2,2016-08-26,0.35602537500000003
AGOC-3A,2,2016-08-27,0.48890456
AGOC-3A,2,2016-08-28,0.27584140416666664
AGOC-3A,2,2016-08-29,0.3530250666666667
AGOC-3A,2,2016-08-30,0.34294797583333336
AGOC-3A,2,2016-08-31,0.27574511666666673
AGOC-3A,2,2016-12-01,0.3503480958333333
AGOC-3A,2,2016-12-02,0.31600489565217393
AGOC-3A,2,2016-12-03,0.43797043166666655
AGOC-3A,2,2016-12-04,0.4164615375
AGOC-3A,2,2016-12-05,1.5352157199999994
AGOC-3A,2,2016-12-06,0.28166212083333336
AGOC-3A,2,2016-12-07,0.47228341304347826
AGOC-3A,2,2016-12-08,0.3569144541666666
AGOC-3A,2,2016-12-09,0.3952570666666666
AGOC-3A,2,2016-12-10,0.36362567083333325
AGOC-3A,2,2016-12-11,0.3387824000000001
AGOC-3A,2,2016-12-12,0.25258046249999994
AGOC-3A,2,2016-12-13,0.2875017958333333
AGOC-3A,2,2016-12-14,0.3402531833333334
AGOC-3A,2,2016-12-15,0.39052254666666664
AGOC-3A,2,2016-12-16,0.3568246791666667
AGOC-3A,2,2016-12-17,0.3282823291666666
AGOC-3A,2,2016-12-18,0.33820604166666673
AGOC-3A,2,2016-12-19,0.3741473416666666
AGOC-3A,2,2016-12-20,0.29769636416666656
AGOC-3A,2,2016-12-21,0.40845133750000007
AGOC-3A,2,2016-12-22,0.32145535416666665
AGOC-3A,2,2016-12-23,0.32602162916666666
AGOC-3A,2,2016-12-24,0.40201203750000003
AGOC-3A,2,2016-12-25,0.27134731250000005
AGOC-3A,2,2016-12-26,0.3313984279166667
AGOC-3A,2,2016-12-27,0.39218211666666675
AGOC-3A,2,2016-12-28,0.3923839875
AGOC-3A,2,2016-12-29,0.35899765
AGOC-3A,2,2016-12-30,0.3577162541666667
AGOC-3A,2,2016-12-31,0.3563772541666667
AGOC-3A,3,2016-04-01,1.438270154166667
AGOC-3A,3,2016-04-02,1.8678855652173916
AGOC-3A,3,2016-04-03,1.1849088458333337
AGOC-3A,3,2016-04-04,1.1534724166666668
AGOC-3A,3,2016-04-05,1.2590198541666668
AGOC-3A,3,2016-04-06,1.4667637869565215
AGOC-3A,3,2016-04-07,1.73822434
AGOC-3A,3,2016-04-08,1.3205722458333335
AGOC-3A,3,2016-04-09,1.042260541666667
AGOC-3A,3,2016-04-10,1.7748416583333337
AGOC-3A,3,2016-04-11,1.1051893866666667
AGOC-3A,3,2016-04-12,1.1735445833333336
AGOC-3A,3,2016-04-13,1.306532375
AGOC-3A,3,2016-04-14,1.283184425
AGOC-3A,3,2016-04-15,1.0394067666666669
AGOC-3A,3,2016-04-16,1.1756895833333336
AGOC-3A,3,2016-04-17,2.598931665384615
AGOC-3A,3,2016-04-18,1.0001354083333336
AGOC-3A,3,2016-04-19,1.4384628041666667
AGOC-3A,3,2016-04-20,1.1364774583333337
AGOC-3A,3,2016-04-21,1.518782625
AGOC-3A,3,2016-04-22,1.2085914166666665
AGOC-3A,3,2016-04-23,1.7779626287499999
AGOC-3A,3,2016-04-24,1.2765757624999998
AGOC-3A,3,2016-04-25,1.2576764416666666
AGOC-3A,3,2016-04-26,1.1199747333333332
AGOC-3A,3,2016-04-27,1.3564367083333337
AGOC-3A,3,2016-04-28,1.2495567500000002
AGOC-3A,3,2016-04-29,1.3986375416666663
AGOC-3A,3,2016-04-30,1.1760905958333334
AGOC-3A,3,2016-08-01,5.874006510344827
AGOC-3A,3,2016-08-02,2.3047747199999997
AGOC-3A,3,2016-08-03,1.3082816666666666
AGOC-3A,3,2016-08-04,1.2159469130434786
AGOC-3A,3,2016-08-05,0.8858905583333333
AGOC-3A,3,2016-08-06,0.971347625
AGOC-3A,3,2016-08-07,1.377983260869565
AGOC-3A,3,2016-08-08,0.8986330833333334
AGOC-3A,3,2016-08-09,1.0168232083333335
AGOC-3A,3,2016-08-10,1.3147307041666665
AGOC-3A,3,2016-08-11,1.1755015333333332
AGOC-3A,3,2016-08-12,1.2693454583333332
AGOC-3A,3,2016-08-13,14.152459735294116
AGOC-3A,3,2016-08-14,1.36195075
AGOC-3A,3,2016-08-15,1.5021437083333335
AGOC-3A,3,2016-08-16,0.9338242499999999
AGOC-3A,3,2016-08-17,1.440953958333333
AGOC-3A,3,2016-08-18,1.6280495845833327
AGOC-3A,3,2016-08-19,1.0680528791666666
AGOC-3A,3,2016-08-20,3.3319509999999997
AGOC-3A,3,2016-08-21,1.367212433333333
AGOC-3A,3,2016-08-22,1.2106420416666668
AGOC-3A,3,2016-08-23,1.491978366666667
AGOC-3A,3,2016-08-24,0.9660210708333334
AGOC-3A,3,2016-08-25,0.9647027499999998
AGOC-3A,3,2016-08-26,1.41046325
AGOC-3A,3,2016-08-27,1.420552020833333
AGOC-3A,3,2016-08-28,1.194670625
AGOC-3A,3,2016-08-29,1.3743558583333335
AGOC-3A,3,2016-08-30,1.2348760375000005
AGOC-3A,3,2016-08-31,1.4455210416666666
AGOC-3A,3,2016-12-01,1.442786648
AGOC-3A,3,2016-12-02,1.3122627391304347
AGOC-3A,3,2016-12-03,1.5247792500000001
AGOC-3A,3,2016-12-04,1.4524670416666667
AGOC-3A,3,2016-12-05,5.180510946153846
AGOC-3A,3,2016-12-06,1.1399884375
AGOC-3A,3,2016-12-07,1.6051555217391307
AGOC-3A,3,2016-12-08,1.2452028333333331
AGOC-3A,3,2016-12-09,1.325658875
AGOC-3A,3,2016-12-10,1.0230088333333334
AGOC-3A,3,2016-12-11,1.182717
AGOC-3A,3,2016-12-12,3.0576087407407404
AGOC-3A,3,2016-12-13,1.4350715416666666
AGOC-3A,3,2016-12-14,1.5074515416666665
AGOC-3A,3,2016-12-15,1.4105355416666665
AGOC-3A,3,2016-12-16,1.1658540833333333
AGOC-3A,3,2016-12-17,0.965592
AGOC-3A,3,2016-12-18,1.5415952083333337
AGOC-3A,3,2016-12-19,1.1471068333333332
AGOC-3A,3,2016-12-20,1.0051021249999998
AGOC-3A,3,2016-12-21,1.55521125
AGOC-3A,3,2016-12-22,1.30208825
AGOC-3A,3,2016-12-23,1.010300858333333
AGOC-3A,3,2016-12-24,1.737047875
AGOC-3A,3,2016-12-25,1.1651013833333332
AGOC-3A,3,2016-12-26,1.2089450958333334
AGOC-3A,3,2016-12-27,1.7755297125
AGOC-3A,3,2016-12-28,0.9958574083333334
AGOC-3A,3,2016-12-29,1.243373125
AGOC-3A,3,2016-12-30,1.1258835000000003
AGOC-3A,3,2016-12-31,1.3156719166666666
AGOC-3A,4,2016-04-01,0.1650712066666667
AGOC-3A,4,2016-04-02,0.23886782086956518
AGOC-3A,4,2016-04-03,0.21038125958333334
AGOC-3A,4,2016-04-04,0.19896016625000001
AGOC-3A,4,2016-04-05,0.2662428041666667
AGOC-3A,4,2016-04-06,0.19955884347826086
AGOC-3A,4,2016-04-07,0.5577189541666665
AGOC-3A,4,2016-04-08,0.27452261249999993
AGOC-3A,4,2016-04-09,0.2513657558333333
AGOC-3A,4,2016-04-10,0.2462288375
AGOC-3A,4,2016-04-11,0.3136564004166667
AGOC-3A,4,2016-04-12,1.2363858076923078
AGOC-3A,4,2016-04-13,0.21766420416666668
AGOC-3A,4,2016-04-14,0.24718995416666664
AGOC-3A,4,2016-04-15,0.32303132874999996
AGOC-3A,4,2016-04-16,0.2852838279166667
AGOC-3A,4,2016-04-17,1.3104197
AGOC-3A,4,2016-04-18,0.32339312499999995
AGOC-3A,4,2016-04-19,0.3261077958333334
AGOC-3A,4,2016-04-20,0.3411490125
AGOC-3A,4,2016-04-21,0.2949941875
AGOC-3A,4,2016-04-22,2.0640076576923083
AGOC-3A,4,2016-04-23,0.3052000783333333
AGOC-3A,4,2016-04-24,0.32199358333333333
AGOC-3A,4,2016-04-25,0.27816404166666675
AGOC-3A,4,2016-04-26,0.3450508833333333
AGOC-3A,4,2016-04-27,0.3820851208333333
AGOC-3A,4,2016-04-28,0.38305162499999995
AGOC-3A,4,2016-04-29,0.34571291333333337
AGOC-3A,4,2016-04-30,0.43797154999999993
AGOC-3A,4,2016-08-01,1.1790022500000001
AGOC-3A,4,2016-08-02,1.1932700869565218
AGOC-3A,4,2016-08-03,2.413231153846154
AGOC-3A,4,2016-08-04,1.0880993913043477
AGOC-3A,4,2016-08-05,1.0033196666666668
AGOC-3A,4,2016-08-06,0.9966720416666668
AGOC-3A,4,2016-08-07,1.054737956521739
AGOC-3A,4,2016-08-08,1.0213140416666668
AGOC-3A,4,2016-08-09,1.0416047916666664
AGOC-3A,4,2016-08-10,3.356162037037038
AGOC-3A,4,2016-08-11,1.054829791666667
AGOC-3A,4,2016-08-12,1.0103094166666668
AGOC-3A,4,2016-08-13,1.0530887083333333
AGOC-3A,4,2016-08-14,1.549372423076923
AGOC-3A,4,2016-08-15,1.115120541666667
AGOC-3A,4,2016-08-16,3.922044666666667
AGOC-3A,4,2016-08-17,2.1194456400000004
AGOC-3A,4,2016-08-18,1.036969
AGOC-3A,4,2016-08-19,1.1088267916666668
AGOC-3A,4,2016-08-20,1.4285657083333334
AGOC-3A,4,2016-08-21,5.637026354838709
AGOC-3A,4,2016-08-22,1.107197
AGOC-3A,4,2016-08-23,1.1666856249999997
AGOC-3A,4,2016-08-24,1.1277907500000002
AGOC-3A,4,2016-08-25,1.1337690416666666
AGOC-3A,4,2016-08-26,1.149191625
AGOC-3A,4,2016-08-27,1.1309551666666668
AGOC-3A,4,2016-08-28,1.1429979583333332
AGOC-3A,4,2016-08-29,1.1367397083333333
AGOC-3A,4,2016-08-30,1.141519
AGOC-3A,4,2016-08-31,1.2185825000000003
AGOC-3A,4,2016-12-01,2.2641629166666664
AGOC-3A,4,2016-12-02,1.8818256521739134
AGOC-3A,4,2016-12-03,1.8679104166666665
AGOC-3A,4,2016-12-04,1.8729791666666664
AGOC-3A,4,2016-12-05,4.564817307692308
AGOC-3A,4,2016-12-06,1.9145474999999996
AGOC-3A,4,2016-12-07,2.0641812500000003
AGOC-3A,4,2016-12-08,1.939636666666666
AGOC-3A,4,2016-12-09,1.9442533333333334
AGOC-3A,4,2016-12-10,1.9756258333333332
AGOC-3A,4,2016-12-11,1.976275
AGOC-3A,4,2016-12-12,2.5618712
AGOC-3A,4,2016-12-13,1.9126524999999999
AGOC-3A,4,2016-12-14,1.861225416666666
AGOC-3A,4,2016-12-15,1.9476916666666668
AGOC-3A,4,2016-12-16,1.9932091666666665
AGOC-3A,4,2016-12-17,4.3578342857142855
AGOC-3A,4,2016-12-18,7.929828965517243
AGOC-3A,4,2016-12-19,2.0498770833333335
AGOC-3A,4,2016-12-20,1.990928333333333
AGOC-3A,4,2016-12-21,1.9840508333333338
AGOC-3A,4,2016-12-22,1.9452066666666663
AGOC-3A,4,2016-12-23,2.0895491666666666
AGOC-3A,4,2016-12-24,3.443595384615384
AGOC-3A,4,2016-12-25,2.0933241666666667
AGOC-3A,4,2016-12-26,2.020742916666667
AGOC-3A,4,2016-12-27,2.0440712499999996
AGOC-3A,4,2016-12-28,2.054990416666666
AGOC-3A,4,2016-12-29,2.09050875
AGOC-3A,4,2016-12-30,2.132344583333333
AGOC-3A,4,2016-12-31,2.058944166666667
AGOC-3A,5,2016-04-01,0.49854753199999996
AGOC-3A,5,2016-04-02,1.3060738799999998
AGOC-3A,5,2016-04-03,0.2383815441666667
AGOC-3A,5,2016-04-04,0.2135448916666666
AGOC-3A,5,2016-04-05,0.27712694583333336
AGOC-3A,5,2016-04-06,2.900880811999999
AGOC-3A,5,2016-04-07,1.3185465291666667
AGOC-3A,5,2016-04-08,2.922154888888889
AGOC-3A,5,2016-04-09,0.24041105416666667
AGOC-3A,5,2016-04-10,0.19350517916666668
AGOC-3A,5,2016-04-11,1.1172978666666666
AGOC-3A,5,2016-04-12,0.47947497400000005
AGOC-3A,5,2016-04-13,0.3321151579166666
AGOC-3A,5,2016-04-14,0.21015584458333328
AGOC-3A,5,2016-04-15,0.2612638208333333
AGOC-3A,5,2016-04-16,0.3083296625
AGOC-3A,5,2016-04-17,0.4442982833333334
AGOC-3A,5,2016-04-18,0.2639797625
AGOC-3A,5,2016-04-19,0.25068097500000003
AGOC-3A,5,2016-04-20,0.17089675041666663
AGOC-3A,5,2016-04-21,1.3890223704
AGOC-3A,5,2016-04-22,1.0391264019230768
AGOC-3A,5,2016-04-23,0.24143898458333332
AGOC-3A,5,2016-04-24,0.22593146249999999
AGOC-3A,5,2016-04-25,0.16215984291666666
AGOC-3A,5,2016-04-26,0.2409403958333333
AGOC-3A,5,2016-04-27,0.22790451125
AGOC-3A,5,2016-04-28,0.2644534208333333
AGOC-3A,5,2016-04-29,0.2869636620833333
AGOC-3A,5,2016-04-30,0.1999332991666667
AGOC-3A,5,2016-08-01,0.8847395874999999
AGOC-3A,5,2016-08-02,1.0424466826086956
AGOC-3A,5,2016-08-03,0.9765128999999999
AGOC-3A,5,2016-08-04,0.5069619237499999
AGOC-3A,5,2016-08-05,0.7513273760000001
AGOC-3A,5,2016-08-06,2.169409011111111
AGOC-3A,5,2016-08-07,0.3517567478260869
AGOC-3A,5,2016-08-08,0.32444716833333337
AGOC-3A,5,2016-08-09,0.3691034166666667
AGOC-3A,5,2016-08-10,1.1972200720000001
AGOC-3A,5,2016-08-11,2.084485332857143
AGOC-3A,5,2016-08-12,7.053523264285714
AGOC-3A,5,2016-08-13,0.6604723566666667
AGOC-3A,5,2016-08-14,1.3683172153846155
AGOC-3A,5,2016-08-15,0.4241928833333333
AGOC-3A,5,2016-08-16,1.9184571639999999
AGOC-3A,5,2016-08-17,1.211536708
AGOC-3A,5,2016-08-18,2.527242
AGOC-3A,5,2016-08-19,0.3721384975
AGOC-3A,5,2016-08-20,0.7659281208333333
AGOC-3A,5,2016-08-21,1.1180962916666666
AGOC-3A,5,2016-08-22,0.9987274041666666
AGOC-3A,5,2016-08-23,0.4719055833333332
AGOC-3A,5,2016-08-24,0.9169716653846152
AGOC-3A,5,2016-08-25,2.3967503518518525
AGOC-3A,5,2016-08-26,0.3988419666666667
AGOC-3A,5,2016-08-27,0.4081059583333333
AGOC-3A,5,2016-08-28,0.42087185833333335
AGOC-3A,5,2016-08-29,0.5069496570833334
AGOC-3A,5,2016-08-30,0.4752747958333334
AGOC-3A,5,2016-08-31,0.3902840916666666
AGOC-3A,5,2016-12-01,0.6215317458333334
AGOC-3A,5,2016-12-02,0.4902695434782609
AGOC-3A,5,2016-12-03,0.6784967291666667
AGOC-3A,5,2016-12-04,0.474293275
AGOC-3A,5,2016-12-05,1.4236579999999999
AGOC-3A,5,2016-12-06,0.6416710041666667
AGOC-3A,5,2016-12-07,1.4446172499999996
AGOC-3A,5,2016-12-08,3.7198299359259264
AGOC-3A,5,2016-12-09,0.6144030041666665
AGOC-3A,5,2016-12-10,0.5160116541666665
AGOC-3A,5,2016-12-11,0.7296228375
AGOC-3A,5,2016-12-12,0.75671129875
AGOC-3A,5,2016-12-13,0.6903121037500001
AGOC-3A,5,2016-12-14,2.3453634165384614
AGOC-3A,5,2016-12-15,0.7724212640000002
AGOC-3A,5,2016-12-16,0.38777925208333336
AGOC-3A,5,2016-12-17,1.9728604708333333
AGOC-3A,5,2016-12-18,0.6393760904166667
AGOC-3A,5,2016-12-19,0.43685070416666655
AGOC-3A,5,2016-12-20,0.7221607458333335
AGOC-3A,5,2016-12-21,1.428091656
AGOC-3A,5,2016-12-22,1.6079497612000002
AGOC-3A,5,2016-12-23,0.5612136074999999
AGOC-3A,5,2016-12-24,0.8302886916666669
AGOC-3A,5,2016-12-25,0.6335776708333334
AGOC-3A,5,2016-12-26,0.5307738166666666
AGOC-3A,5,2016-12-27,0.6734578541666666
AGOC-3A,5,2016-12-28,0.4454240958333333
AGOC-3A,5,2016-12-29,0.44592867916666656
AGOC-3A,5,2016-12-30,0.5457792958333332
AGOC-3A,5,2016-12-31,0.9201506208333333
AGOC-3A,6,2016-04-01,0.32362974583333337
AGOC-3A,6,2016-04-02,2.6225352083333333
AGOC-3A,6,2016-04-03,0.5536631875
AGOC-3A,6,2016-04-04,0.37787696666666676
AGOC-3A,6,2016-04-05,0.3994335708333334
AGOC-3A,6,2016-04-06,7.188264796000002
AGOC-3A,6,2016-04-07,0.3775763208333333
AGOC-3A,6,2016-04-08,0.38777315416666674
AGOC-3A,6,2016-04-09,0.8095371666666669
AGOC-3A,6,2016-04-10,0.28724605
AGOC-3A,6,2016-04-11,0.4898700550000001
AGOC-3A,6,2016-04-12,1.1775082
AGOC-3A,6,2016-04-13,0.3560494041666667
AGOC-3A,6,2016-04-14,0.397271175
AGOC-3A,6,2016-04-15,7.576449854166665
AGOC-3A,6,2016-04-16,2.8036051583333332
AGOC-3A,6,2016-04-17,3.117866764
AGOC-3A,6,2016-04-18,0.37326052083333344
AGOC-3A,6,2016-04-19,0.3949185208333333
AGOC-3A,6,2016-04-20,0.3764965125
AGOC-3A,6,2016-04-21,4.984808615384616
AGOC-3A,6,2016-04-22,0.43754688333333336
AGOC-3A,6,2016-04-23,0.4477251625
AGOC-3A,6,2016-04-24,0.42631975000000005
AGOC-3A,6,2016-04-25,1.2730583200000003
AGOC-3A,6,2016-04-26,0.3928591333333334
AGOC-3A,6,2016-04-27,0.4288772958333333
AGOC-3A,6,2016-04-28,0.4830984166666666
AGOC-3A,6,2016-04-29,0.4091814166666667
AGOC-3A,6,2016-04-30,0.42118160833333346
AGOC-3A,6,2016-08-01,0.3515989745833333
AGOC-3A,6,2016-08-02,0.5036264782608696
AGOC-3A,6,2016-08-03,0.5245421541666666
AGOC-3A,6,2016-08-04,0.4990235652173913
AGOC-3A,6,2016-08-05,0.3936763208333333
AGOC-3A,6,2016-08-06,2.756665369230769
AGOC-3A,6,2016-08-07,0.35051159130434784
AGOC-3A,6,2016-08-08,4.19420721
AGOC-3A,6,2016-08-09,3.6237318576923068
AGOC-3A,6,2016-08-10,0.4215295833333334
AGOC-3A,6,2016-08-11,5.533912938461539
AGOC-3A,6,2016-08-12,1.433770056
AGOC-3A,6,2016-08-13,0.41785393333333337
AGOC-3A,6,2016-08-14,2.207916251923077
AGOC-3A,6,2016-08-15,0.43940615
AGOC-3A,6,2016-08-16,0.5804577320833334
AGOC-3A,6,2016-08-17,1.7037200340000005
AGOC-3A,6,2016-08-18,2.997745303999999
AGOC-3A,6,2016-08-19,0.4040409791666666
AGOC-3A,6,2016-08-20,0.45748451666666656
AGOC-3A,6,2016-08-21,0.4558917916666667
AGOC-3A,6,2016-08-22,1.31497674
AGOC-3A,6,2016-08-23,3.268690165
AGOC-3A,6,2016-08-24,0.3887596625
AGOC-3A,6,2016-08-25,0.37504465416666677
AGOC-3A,6,2016-08-26,0.39641495833333334
AGOC-3A,6,2016-08-27,0.36872100833333327
AGOC-3A,6,2016-08-28,0.3937517083333333
AGOC-3A,6,2016-08-29,0.3924481958333333
AGOC-3A,6,2016-08-30,0.4215911125000001
AGOC-3A,6,2016-08-31,0.4052738833333333
AGOC-3A,6,2016-12-01,0.38729625000000006
AGOC-3A,6,2016-12-02,1.807930595833333
AGOC-3A,6,2016-12-03,0.42360029166666674
AGOC-3A,6,2016-12-04,0.39878825
AGOC-3A,6,2016-12-05,1.3590457250000003
AGOC-3A,6,2016-12-06,0.7020139166666667
AGOC-3A,6,2016-12-07,0.5153752041666666
AGOC-3A,6,2016-12-08,1.575305472
AGOC-3A,6,2016-12-09,3.4473342199999992
AGOC-3A,6,2016-12-10,0.4646880999999999
AGOC-3A,6,2016-12-11,0.6415488424999999
AGOC-3A,6,2016-12-12,0.39516454166666665
AGOC-3A,6,2016-12-13,4.131125549999999
AGOC-3A,6,2016-12-14,4.315841285714286
AGOC-3A,6,2016-12-15,2.3357340538461537
AGOC-3A,6,2016-12-16,3.6669301
AGOC-3A,6,2016-12-17,0.3482539583333333
AGOC-3A,6,2016-12-18,0.9815966000000002
AGOC-3A,6,2016-12-19,1.62079728
AGOC-3A,6,2016-12-20,0.38777472499999993
AGOC-3A,6,2016-12-21,0.43662375000000003
AGOC-3A,6,2016-12-22,0.5476601125000001
AGOC-3A,6,2016-12-23,3.1353729079999995
AGOC-3A,6,2016-12-24,0.6170490958333333
AGOC-3A,6,2016-12-25,0.38161797499999994
AGOC-3A,6,2016-12-26,0.44898232916666675
